timestamp_millis,cpu_load,process_cpu_load,process_cpu_time_nanosecs,total_memory_os_bytes,free_memory_os_bytes,jvm_total_memory_bytes,jvm_free_memory_bytes
1721593876732,0.0,0.0,43220000000,8058507264,5355474944,180355072,89873408
1721593877163,0.5,0.6785714285714286,44180000000,8058507264,5341024256,180355072,63659008
1721593877293,0.6129032258064516,1.0,44500000000,8058507264,5336666112,180355072,59463664
1721593877413,0.7441860465116279,0.813953488372093,44840000000,8058507264,5334859776,180355072,52122608
1721593877528,0.4594594594594595,0.5263157894736842,45040000000,8058507264,5322084352,180355072,49505280
1721593877663,0.2857142857142857,0.7352941176470589,45300000000,8058507264,5321310208,180355072,47408128
1721593877813,0.35135135135135137,0.7027027027027026,45540000000,8058507264,5319503872,180355072,134082304
1721593877942,0.5853658536585366,0.6585365853658537,45830000000,8058507264,5318729728,180355072,128578000
1721593878062,0.30952380952380953,0.32558139534883723,45970000000,8058507264,5317955584,180355072,111272408
1721593878179,0.5945945945945946,0.7777777777777778,46240000000,8058507264,5316435968,180355072,104195840
1721593878294,0.2857142857142857,0.4,46380000000,8058507264,5315919872,180355072,101314808
1721593878408,0.6097560975609756,0.6341463414634146,46650000000,8058507264,5313339392,180355072,98439640
1721593878529,0.631578947368421,0.8157894736842106,46950000000,8058507264,5312565248,180355072,95553376
