timestamp_millis,cpu_load,process_cpu_load,process_cpu_time_nanosecs,total_memory_os_bytes,free_memory_os_bytes,jvm_total_memory_bytes,jvm_free_memory_bytes
1721594984718,0.0,0.0,42840000000,8058507264,5411147776,127926272,51095912
1721594985077,0.2571428571428571,0.5523809523809524,43410000000,8058507264,5404180480,127926272,31578456
1721594985221,0.4722222222222222,0.7837837837837838,43700000000,8058507264,5399277568,127926272,26332952
1721594985357,0.5357142857142857,1.0,44100000000,8058507264,5393858560,127926272,80888168
1721594985475,0.5517241379310345,1.0,44430000000,8058507264,5386375168,127926272,76892256
1721594985594,0.6666666666666667,1.0,44760000000,8058507264,5379952640,127926272,73210208
1721594985711,0.5625,0.96875,45080000000,8058507264,5372211200,127926272,69727800
1721594985825,0.36363636363636365,1.0,45320000000,8058507264,5361049600,127926272,66212192
1721594985965,0.33333333333333337,0.6216216216216217,45550000000,8058507264,5360533504,127926272,60630072
1721594986084,0.358974358974359,0.42105263157894735,45710000000,8058507264,5359759360,127926272,56521136
1721594986203,0.5142857142857143,0.7777777777777777,45980000000,8058507264,5358985216,127926272,53219224
1721594986321,0.20512820512820512,0.3157894736842105,46100000000,8058507264,5358211072,127926272,43511416
1721594986440,0.1794871794871795,0.35,46230000000,8058507264,5357178880,127926272,34415504
1721594986560,0.33333333333333337,0.4615384615384615,46420000000,8058507264,5355630592,127926272,28830808
1721594986679,0.25,0.5142857142857143,46600000000,8058507264,5354340352,127926272,27414848
1721594986800,0.20689655172413793,0.7241379310344828,46820000000,8058507264,5353566208,127926272,79117592
1721594986917,0.625,0.9375,47120000000,8058507264,5352792064,127926272,76871128
1721594987039,0.46153846153846156,0.6153846153846153,47360000000,8058507264,5352275968,127926272,74920896
