timestamp_millis,cpu_load,process_cpu_load,process_cpu_time_nanosecs,total_memory_os_bytes,free_memory_os_bytes,jvm_total_memory_bytes,jvm_free_memory_bytes
1721594271136,0.0,0.0,42310000000,8058507264,5414010880,127926272,43241240
1721594271423,0.4631578947368421,0.5789473684210527,42860000000,8058507264,5408784384,154140672,106643544
1721594271541,0.7222222222222222,1.0,43210000000,8058507264,5404332032,154140672,100253072
1721594271659,0.71875,0.9032258064516129,43520000000,8058507264,5399908352,154140672,96058592
1721594271774,0.5526315789473684,0.7,43780000000,8058507264,5394681856,154140672,90394152
1721594271899,0.26666666666666666,0.20930232558139536,43890000000,8058507264,5377454080,154140672,86203424
1721594272028,0.2857142857142857,0.6,44090000000,8058507264,5376679936,154140672,83110904
1721594272143,0.3888888888888889,0.5,44280000000,8058507264,5374099456,154140672,74688760
1721594272257,0.56,1.0,44540000000,8058507264,5373353984,154140672,72617224
1721594272374,0.3333333333333333,1.0,44870000000,8058507264,5372063744,154140672,62610464
1721594272491,0.1794871794871795,0.38461538461538464,45010000000,8058507264,5371289600,154140672,52651040
1721594272608,0.3823529411764706,0.6285714285714286,45240000000,8058507264,5369999360,154140672,46357536
1721594272722,0.35135135135135137,0.5555555555555556,45440000000,8058507264,5369483264,154140672,43728640
1721594272834,0.5,0.6388888888888888,45670000000,8058507264,5368967168,154140672,40314936
1721594272952,0.7272727272727273,1.0,46030000000,8058507264,5367676928,154140672,36922400
