timestamp_millis,cpu_load,process_cpu_load,process_cpu_time_nanosecs,total_memory_os_bytes,free_memory_os_bytes,jvm_total_memory_bytes,jvm_free_memory_bytes
1721591165194,0.0,0.0,45160000000,8058507264,5443682304,113246208,30050624
1721591165470,0.3932584269662921,0.5777777777777777,45670000000,8058507264,5441904640,113246208,59640560
1721591165598,0.3333333333333333,1.0,46020000000,8058507264,5432291328,113246208,50399072
1721591165725,0.47619047619047616,1.0,46360000000,8058507264,5428420608,113246208,46812288
1721591165840,0.4782608695652174,1.0,46640000000,8058507264,5426098176,113246208,40189984
1721591165957,0.2,1.0,46880000000,8058507264,5412548608,113246208,35279040
1721591166075,0.5,1.0,47180000000,8058507264,5412032512,113246208,33120976
1721591166194,0.2222222222222222,0.3888888888888889,47330000000,8058507264,5410742272,113246208,23989120
1721591166330,0.5121951219512195,0.5365853658536586,47540000000,8058507264,5409710080,113246208,61810752
1721591166445,0.3076923076923077,0.358974358974359,47690000000,8058507264,5408677888,113246208,45142120
1721591166560,0.5789473684210527,0.7105263157894737,47960000000,8058507264,5407903744,113246208,42165392
1721591166674,0.4358974358974359,0.5499999999999999,48180000000,8058507264,5405323264,113246208,37079872
1721591166790,0.7692307692307693,0.8947368421052632,48520000000,8058507264,5404291072,113246208,34672768
