timestamp_millis,cpu_load,process_cpu_load,process_cpu_time_nanosecs,total_memory_os_bytes,free_memory_os_bytes,jvm_total_memory_bytes,jvm_free_memory_bytes
1721590101297,0.0,0.0,44540000000,8058503168,5420457984,117440512,32034832
1721590101595,0.3780487804878049,0.6951219512195121,45110000000,8058503168,5418135552,117440512,60963424
1721590101715,0.3684210526315789,1.0,45450000000,8058503168,5417619456,117440512,53117968
1721590101831,0.44,0.96,45680000000,8058503168,5417390080,117440512,49551504
1721590101955,0.19047619047619047,1.0,45950000000,8058503168,5406679040,117440512,41364544
1721590102068,0.1891891891891892,0.2702702702702703,46060000000,8058503168,5405388800,117440512,37720824
1721590102190,0.4411764705882353,0.7647058823529412,46320000000,8058503168,5405130752,117440512,29167136
1721590102317,0.6585365853658537,0.7804878048780488,46640000000,8058503168,5404098560,117440512,70244336
1721590102429,0.7222222222222222,0.6944444444444444,46890000000,8058503168,5403582464,117440512,56180968
1721590102543,0.7894736842105263,0.9473684210526315,47240000000,8058503168,5403066368,117440512,49254400
1721590102657,0.5128205128205129,0.641025641025641,47500000000,8058503168,5401518080,117440512,45994752
1721590102770,0.5945945945945946,0.7297297297297297,47770000000,8058503168,5400485888,117440512,42287816
