timestamp_millis,cpu_load,process_cpu_load,process_cpu_time_nanosecs,total_memory_os_bytes,free_memory_os_bytes,jvm_total_memory_bytes,jvm_free_memory_bytes
1721591411334,0.0,0.0,43450000000,8058507264,5424082944,121634816,69539680
1721591411694,0.7075471698113207,1.0,44510000000,8058507264,5421244416,121634816,41312096
1721591411811,0.65625,0.875,44780000000,8058507264,5419438080,121634816,36800488
1721591411928,0.5405405405405406,0.7027027027027027,45050000000,8058507264,5416628224,121634816,29773704
1721591412043,0.3125,0.5,45210000000,8058507264,5409079296,121634816,25833400
1721591412158,0.39999999999999997,0.6571428571428571,45440000000,8058507264,5408563200,121634816,71888016
1721591412272,0.3589743589743589,0.41025641025641024,45590000000,8058507264,5407789056,121634816,67696776
1721591412396,0.3714285714285714,0.39999999999999997,45740000000,8058507264,5407272960,121634816,54971192
1721591412516,0.36585365853658536,0.41463414634146345,45900000000,8058507264,5406240768,121634816,42526808
1721591412632,0.4871794871794872,0.6,46150000000,8058507264,5406240768,121634816,40014424
1721591412747,0.5277777777777778,0.6857142857142857,46390000000,8058507264,5405208576,121634816,34449208
1721591412860,0.7777777777777778,0.9722222222222222,46730000000,8058507264,5405208576,121634816,31870864
