timestamp_millis,cpu_load,process_cpu_load,process_cpu_time_nanosecs,total_memory_os_bytes,free_memory_os_bytes,jvm_total_memory_bytes,jvm_free_memory_bytes
1721591499093,0.0,0.0,44650000000,8058507264,5429575680,135266304,68289936
1721591499478,0.38,0.8400000000000001,45460000000,8058507264,5420314624,135266304,44571144
1721591499610,0.6296296296296295,1.0,45810000000,8058507264,5419540480,135266304,41750712
1721591499726,0.46875,0.75,46050000000,8058507264,5417734144,135266304,36179432
1721591499842,0.46875,0.78125,46310000000,8058507264,5415153664,135266304,30216336
1721591499970,0.30952380952380953,0.3333333333333333,46450000000,8058507264,5403152384,135266304,88812200
1721591500085,0.5384615384615385,0.641025641025641,46700000000,8058507264,5402894336,135266304,80869936
1721591500199,0.4285714285714286,0.4571428571428572,46850000000,8058507264,5402378240,135266304,78199880
1721591500314,0.2702702702702703,0.35135135135135137,46980000000,8058507264,5401862144,135266304,58292184
1721591500431,0.46875,0.8125,47240000000,8058507264,5400571904,135266304,51114920
1721591500547,0.23333333333333334,0.7,47460000000,8058507264,5400055808,135266304,48345368
1721591500665,0.631578947368421,0.7894736842105263,47760000000,8058507264,5399281664,135266304,45408232
1721591500778,0.7142857142857142,1.0,48100000000,8058507264,5398507520,135266304,42477512
