timestamp_millis,cpu_load,process_cpu_load,process_cpu_time_nanosecs,total_memory_os_bytes,free_memory_os_bytes,jvm_total_memory_bytes,jvm_free_memory_bytes
1721593498151,0.0,0.0,44540000000,8058507264,5359927296,185597952,130384720
1721593498489,0.46846846846846846,0.5945945945945945,45200000000,8058507264,5355024384,185597952,109203216
1721593498611,0.638888888888889,0.9722222222222223,45530000000,8058507264,5352960000,185597952,103443552
1721593498730,0.6190476190476191,1.0,45830000000,8058507264,5352443904,185597952,99645432
1721593498846,0.17647058823529413,1.0,46150000000,8058507264,5350637568,185597952,94264832
1721593498979,0.28,1.0,46430000000,8058507264,5337374720,185597952,89281592
1721593499102,0.5161290322580645,1.0,46760000000,8058507264,5336084480,185597952,85617760
1721593499220,0.35,1.0,47100000000,8058507264,5335052288,185597952,77489112
1721593499344,0.5789473684210527,1.0,47410000000,8058507264,5334536192,185597952,74863696
1721593499466,0.4074074074074074,1.0,47710000000,8058507264,5332987904,185597952,62549088
1721593499580,0.3783783783783784,0.5,47890000000,8058507264,5331181568,185597952,50224904
1721593499697,0.3846153846153846,0.5128205128205128,48090000000,8058507264,5330407424,185597952,47869024
1721593499812,0.3333333333333333,0.8888888888888888,48330000000,8058507264,5329633280,185597952,43148160
1721593499929,0.64,1.0,48660000000,8058507264,5329117184,185597952,41050920
