timestamp_millis,cpu_load,process_cpu_load,process_cpu_time_nanosecs,total_memory_os_bytes,free_memory_os_bytes,jvm_total_memory_bytes,jvm_free_memory_bytes
1721591066516,0.0,0.0,42220000000,8058507264,5438201856,122683392,64597504
1721591066819,0.5268817204301075,0.7526881720430108,42920000000,8058507264,5433040896,122683392,44459240
1721591066939,0.7317073170731707,0.8292682926829268,43270000000,8058507264,5428137984,122683392,37923056
1721591067069,0.6470588235294118,0.9705882352941176,43590000000,8058507264,5426847744,122683392,33424208
1721591067185,0.6666666666666667,0.9166666666666667,43920000000,8058507264,5425041408,122683392,27437104
1721591067301,0.6944444444444444,0.7777777777777778,44200000000,8058507264,5416718336,122683392,74191288
1721591067419,0.5517241379310345,1.0,44510000000,8058507264,5413879808,122683392,70706128
1721591067534,0.5945945945945945,0.7837837837837838,44780000000,8058507264,5413105664,122683392,62320232
1721591067652,0.6470588235294118,0.7058823529411765,45040000000,8058507264,5412589568,122683392,57661592
1721591067767,0.3170731707317073,0.29268292682926833,45160000000,8058507264,5411557376,122683392,39826200
1721591067881,0.5,0.631578947368421,45400000000,8058507264,5410009088,122683392,33381416
1721591067996,0.21052631578947367,0.3421052631578947,45530000000,8058507264,5409492992,122683392,29361200
1721591068109,0.5142857142857142,0.6857142857142857,45760000000,8058507264,5409234944,122683392,25890200
