timestamp_millis,cpu_load,process_cpu_load,process_cpu_time_nanosecs,total_memory_os_bytes,free_memory_os_bytes,jvm_total_memory_bytes,jvm_free_memory_bytes
1721590863789,0.0,0.0,45170000000,8058507264,5442981888,105906176,43609520
1721590864067,0.28865979381443296,0.3711340206185567,45530000000,8058507264,5440917504,105906176,31227880
1721590864190,0.6744186046511628,0.7906976744186047,45870000000,8058507264,5439111168,105906176,22780000
1721590864317,0.7647058823529412,0.9411764705882353,46190000000,8058507264,5437849600,105906176,57560024
1721590864445,0.5517241379310345,1.0,46540000000,8058507264,5435813888,105906176,54769832
1721590864565,0.35000000000000003,0.4358974358974359,46720000000,8058507264,5435039744,105906176,50807656
1721590864691,0.30952380952380953,0.38095238095238093,46870000000,8058507264,5434007552,105906176,45240720
1721590864817,0.3023255813953488,0.27906976744186046,47000000000,8058507264,5420974080,105906176,41778024
1721590864942,0.5161290322580645,0.8125,47250000000,8058507264,5420199936,105906176,36856088
1721590865067,0.4883720930232558,0.5348837209302326,47480000000,8058507264,5418909696,105906176,31311112
1721590865191,0.41025641025641024,0.4473684210526315,47660000000,8058507264,5413683200,105906176,21332336
1721590865327,0.26666666666666666,0.37777777777777777,47830000000,8058507264,5400842240,127926272,71977128
1721590865451,0.42500000000000004,0.525,48030000000,8058507264,5396389888,127926272,66088288
1721590865574,0.4736842105263158,0.6842105263157894,48300000000,8058507264,5391937536,127926272,63991384
1721590865700,0.5609756097560976,0.7804878048780488,48620000000,8058507264,5387485184,127926272,60440744
1721590865818,0.6764705882352942,0.9705882352941175,48950000000,8058507264,5386969088,127926272,58086992
1721590865946,0.6666666666666667,0.9473684210526315,49310000000,8058507264,5385936896,127926272,55229848
