timestamp_millis,cpu_load,process_cpu_load,process_cpu_time_nanosecs,total_memory_os_bytes,free_memory_os_bytes,jvm_total_memory_bytes,jvm_free_memory_bytes
1721593678486,0.0,0.0,40930000000,8058507264,5406633984,156237824,82832384
1721593678811,0.46511627906976744,0.8837209302325582,41660000000,8058507264,5402247168,156237824,62907392
1721593678928,0.6363636363636364,1.0,42020000000,8058507264,5400698880,156237824,57138160
1721593679046,0.6666666666666666,1.0,42320000000,8058507264,5398405120,156237824,53911256
1721593679165,0.6578947368421053,0.8421052631578947,42650000000,8058507264,5396598784,156237824,48229376
1721593679280,0.6486486486486487,0.7837837837837838,42940000000,8058507264,5389565952,156237824,42986496
1721593679397,0.6153846153846154,0.7692307692307693,43240000000,8058507264,5389049856,156237824,39840768
1721593679511,0.5833333333333334,0.75,43510000000,8058507264,5388017664,156237824,30925824
1721593679626,0.6764705882352942,0.7352941176470589,43760000000,8058507264,5387501568,156237824,28306432
1721593679758,0.48888888888888893,0.6222222222222222,44020000000,8058507264,5386727424,156237824,90323912
1721593679874,0.3333333333333333,0.4594594594594595,44210000000,8058507264,5385695232,156237824,83102296
1721593679988,0.1951219512195122,0.25,44310000000,8058507264,5385179136,156237824,77878928
1721593680108,0.5384615384615385,0.6153846153846154,44550000000,8058507264,5384663040,156237824,75528616
