timestamp_millis,cpu_load,process_cpu_load,process_cpu_time_nanosecs,total_memory_os_bytes,free_memory_os_bytes,jvm_total_memory_bytes,jvm_free_memory_bytes
1721591270973,0.0,0.0,43050000000,8058507264,5366775808,176160768,89812656
1721591271363,0.38888888888888884,0.7592592592592593,43860000000,8058507264,5364195328,176160768,63598256
1721591271488,0.6190476190476191,1.0,44180000000,8058507264,5361872896,176160768,57306800
1721591271612,0.3157894736842105,1.0,44530000000,8058507264,5360066560,176160768,52586160
1721591271729,0.2222222222222222,0.7037037037037037,44710000000,8058507264,5347291136,176160768,49439808
1721591271854,0.25,0.6060606060606061,44920000000,8058507264,5347033088,176160768,47343280
1721591271975,0.2777777777777778,0.5142857142857142,45100000000,8058507264,5345484800,176160768,38954672
1721591272106,0.5277777777777778,0.6944444444444444,45340000000,8058507264,5343965184,176160768,123487032
1721591272224,0.33333333333333337,0.358974358974359,45490000000,8058507264,5343965184,176160768,104869856
1721591272342,0.3902439024390244,0.47619047619047616,45690000000,8058507264,5343449088,176160768,101989176
1721591272459,0.21951219512195122,0.30000000000000004,45810000000,8058507264,5342674944,176160768,97005488
1721591272573,0.5882352941176471,0.7714285714285715,46080000000,8058507264,5342158848,176160768,94126904
